name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
Kepler-730 b,Confirmed,,,,,,,1.1,0.05,0.047,6.49168281,,,0.0694,0.0012,0.0016,,,,86.96,0.31,0.37,,2016,2021-02-05,,,,,,,2455007.633553,,,2455007.633553,,,,,,,,,0.561,0.05,0.038,,,,,,,1219.0,22.0,22.0,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19021315+4534438 b, K00929.01, KIC 9141746 b, KOI-929 b, KOI-929.01, WISE J190213.15+453443.7 b",,Kepler-730,285.554804,45.578857,,,14.471,14.182,14.102,2020.2,81.62,77.54,0.21,0.014,0.014,1.05,0.05,0.07,1.41,0.05,0.05,,9.5,-2.7,2.5,5620.0,59.0,55.0,,,"2MASS J19021315+4534438, KIC 9141746, KOI-929, WISE J190213.15+453443.7"
Kepler-731 b,Confirmed,,,,,,,1.238,0.136,0.284,3.85560355,2.9e-07,2.9e-07,,,,,,,,,,,2016,2021-02-05,,,,,,,2455003.678886,6.1e-05,6.1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19453436+4534068 b, K00931.01, KIC 9166862 b, KOI-931 b, KOI-931.01",,Kepler-731,296.393174,45.568558,,,14.126,13.762,13.775,1311.0,,,0.04,0.154,0.132,1.03,0.06,0.09,1.06,0.12,0.24,,3.8,-2.05,3.08,5849.0,139.51,200.38,,,"2MASS J19453436+4534068, KIC 9166862, KOI-931"
Kepler-74 b,Confirmed,0.63,0.12,0.12,,,,0.96,0.02,0.02,7.340711,6e-06,6e-06,0.0781,0.0007,0.0007,0.0,,,87.46,0.07,0.07,,2013,2021-02-05,64.0,21.0,21.0,2454967.04,0.21,0.34,2455187.56737,0.00014,0.00014,2454967.3453,0.0003,0.0003,,,,,,,0.685,0.011,0.011,,,,59.0,11.0,11.0,1078.0,19.0,19.0,,,,,,,Published in a refereed paper,Primary Transit,,,"KOI-200 b, 2MASS J19322220+4121198 b, K00200.01, KIC 6046540 b, KOI-200.01, WISE J193222.20+412119.7  b",,Kepler-74,293.092525,41.355523,14.23,,13.306,13.008,,1218.33,30.24,30.24,0.42,0.11,0.11,1.18,0.04,0.04,1.12,0.04,0.04,F8 V,0.8,-0.5,0.9,6000.0,100.0,100.0,,,"2MASS J19322220+4121198, KIC 6046540, KOI-200, WISE J193222.20+412119.7"
Kepler-75 b,Confirmed,10.1,0.4,0.4,,,,1.05,0.03,0.03,8.8849116,3.4e-06,3.4e-06,0.0818,0.0012,0.0012,0.57,0.01,0.01,89.12,0.64,0.51,,2013,2021-02-05,63.5,1.7,1.7,2455002.841,0.011,0.011,2455640.4403,0.00012,0.00012,2455002.991,0.0002,0.0002,,,,,,,0.13,0.08,0.09,,,,1287.0,25.0,25.0,767.0,16.0,16.0,,,,,,,Published in a refereed paper,Primary Transit,,,"KOI-889 b, 2MASS J19243302+3634385 b, K00889.01, KIC 757450 b, KOI-889.01, WISE J192433.02+363438.3 b",,Kepler-75,291.137593,36.577386,15.0,,13.665,13.262,,855.5,19.1,19.1,0.3,0.12,0.12,0.91,0.04,0.04,0.89,0.02,0.02,K0 V,6.2,-2.8,3.5,5200.0,100.0,100.0,,,"2MASS J19243302+3634385, KIC 757450, KOI-889, WISE J192433.02+363438.3"
Kepler-76 b,Confirmed,2.01,0.35,0.37,,,,1.36,0.12,0.12,1.5449298,4e-07,4e-07,0.0274,0.0019,0.002,,,,77.55,0.17,0.2,,2013,2021-02-05,,,,,,,2454966.54841,2e-05,1e-05,2454966.54811,7e-05,7e-05,,,,,,,0.9623,0.0049,0.004,,,,306.0,20.0,20.0,2140.0,40.0,40.0,,,,,,,Published in a refereed paper,Default,,,"2MASS J19364610+3937084 b, K01658.01, KIC 4570949 b, KOI-1658 b, KOI-1658.01, WISE J193646.10+393708.3  b",,Kepler-76,294.192118,39.619003,14.0,,12.343,12.134,,842.87,10.73,10.73,-0.1,0.2,0.2,1.2,0.2,0.2,1.32,0.08,0.08,F,,,,6409.0,95.0,95.0,,,"2MASS J19364610+3937084, KIC 4570949, KOI-1658, WISE J193646.10+393708.3"
Kepler-762 b,Confirmed,,,,,,,1.131,0.112,0.236,3.7705521,9.4e-07,9.4e-07,,,,,,,,,,,2016,2021-02-05,,,,,,,2455190.118242,0.000176,0.000176,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19250615+4719461 b, K01074.01, KIC 10272640 b, KOI-1074 b, KOI-1074.01, WISE J192506.15+471946.2 b",,Kepler-762,291.275634,47.329491,,,14.275,13.963,13.969,1465.0,,,0.02,0.162,0.139,1.06,0.06,0.07,1.08,0.11,0.23,,3.8,-2.04,2.18,5944.0,123.9,98.94,,,"2MASS J19250615+4719461, KIC 10272640, KOI-1074, WISE J192506.15+471946.2"
Kepler-77 b,Confirmed,0.43,0.032,0.032,,,,0.96,0.016,0.016,3.57878087,2.3e-07,2.3e-07,0.04501,0.00063,0.00063,0.0,,,88.0,0.11,0.11,,2013,2021-02-05,,,,,,,2455095.865727,2.9e-05,2.9e-05,2455095.865727,2.9e-05,2.9e-05,,,,,,,0.341,0.017,0.017,,,,59.2,4.3,4.3,1440.0,120.0,100.0,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19182590+4420435 b, K00127.01, KIC 8359498 b, KOI-127 b, KOI-127.01, WISE J191825.91+442043.5  b",,Kepler-77,289.607956,44.345425,15.0,,12.758,12.444,,570.0,70.0,70.0,0.2,0.05,0.05,0.95,0.04,0.04,0.99,0.02,0.02,G5 V,7.5,2.0,2.0,5520.0,60.0,60.0,,,"2MASS J19182590+4420435, KIC 8359498, KOI-127, WISE J191825.91+442043.5"
Kepler-785 b,Confirmed,,,,,,,1.162,0.047,0.039,1.97376093,1e-07,1e-07,,,,,,,,,,,2016,2021-02-05,,,,,,,2455011.689372,4e-05,4e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19281639+3850321 b, K01176.01, KIC 3749365 b, KOI-1176 b, KOI-1176.01, WISE J192816.35+385032.0 b",,Kepler-785,292.068304,38.842261,,,14.079,13.55,13.381,666.0,,,-0.02,0.133,0.131,0.77,0.04,0.03,0.71,0.03,0.02,,2.82,-1.29,4.7,4739.0,69.98,115.49,,,"2MASS J19281639+3850321, KIC 3749365, KOI-1176, WISE J192816.35+385032.0"
Kepler-8 b,Confirmed,0.59,0.12,0.13,,,,1.416,0.062,0.053,3.5224991,7e-07,7e-07,0.0474,0.0021,0.0018,0.0,,,83.978,0.033,0.036,3.6e-05,2010,2021-02-05,,,,,,,2454954.11931,2e-05,2e-05,2454954.1182,0.0004,0.0004,,,,,,,0.7191,0.0023,0.0021,,,,68.4,12.0,12.0,1680.0,40.0,40.0,,,0.11,0.03,0.03,,Announced on a professional conference,Primary Transit,,,"2MASS J18450914+4227038 b, K00010.01, KIC 6922244 b, KOI-10 b, KOI-10.01, WISE J184509.14+422703.9  b",,Kepler-8,281.288118,42.45108,13.9,,12.576,12.324,,1052.9,15.36,15.36,-0.055,0.03,0.03,1.21,0.06,0.07,1.49,0.06,0.05,,3.84,1.5,1.5,6213.0,150.0,150.0,,,"2MASS J18450914+4227038, KIC 6922244, KOI-10, WISE J184509.14+422703.9"
Kepler-816 b,Confirmed,,,,,,,0.914,0.048,0.061,10.50682565,3.82e-06,3.82e-06,,,,,,,,,,,2016,2021-02-05,,,,,,,2455193.082546,0.000262,0.000262,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19332708+3912448 b, K01320.01, KIC 4164994 b, KOI-1320 b, KOI-1320.01",,Kepler-816,293.362842,39.212452,,,14.426,14.045,13.892,1059.0,,,0.16,0.185,0.16,0.9,0.04,0.04,0.85,0.04,0.06,,4.17,-2.54,5.51,5286.0,88.41,54.61,,,"2MASS J19332708+3912448, KIC 4164994, KOI-1320"
Kepler-817 b,Confirmed,,,,,,,0.806,0.101,0.184,3.99010623,1.36e-06,1.36e-06,,,,,,,,,,,2016,2021-02-05,,,,,,,2455188.840733,0.000245,0.000245,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19441964+3909418 b, K01323.01, KIC 4076098 b, KOI-1323 b, KOI-1323.01",,Kepler-817,296.081856,39.161617,,,14.386,14.025,13.954,1401.0,,,0.02,0.161,0.139,1.03,0.08,0.12,1.03,0.12,0.23,,3.55,-1.87,2.9,5861.0,241.24,259.88,,,"2MASS J19441964+3909418, KIC 4076098, KOI-1323"
Kepler-840 b,Confirmed,,,,,,,1.523,0.168,0.346,2.49577962,4.8e-07,4.8e-07,,,,,,,,,,,2016,2021-02-05,,,,,,,2454968.337166,0.00016,0.00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19460177+4927262 b, K01416.01, KIC 11517719 b, KOI-1416 b, KOI-1416.01, WISE J194601.77+492726.1 b",,Kepler-840,296.507394,49.457291,,,12.996,12.682,12.6,778.0,,,0.0,0.176,0.136,1.04,0.07,0.07,1.06,0.12,0.24,,3.89,-2.18,2.49,5920.0,159.58,113.64,,,"2MASS J19460177+4927262, KIC 11517719, KOI-1416, WISE J194601.77+492726.1"
Kepler-854 b,Confirmed,,,,,,,1.492,0.204,0.604,2.14463285,6.8e-07,6.8e-07,,,,,,,,,,,2016,2021-02-05,,,,,,,2454966.98434,0.000259,0.000259,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19332431+4308047 b, K01450.01, KIC 7532973 b, KOI-1450 b, KOI-1450.01, WISE J193324.30+430804.5 b",,Kepler-854,293.351293,43.13464,,,12.378,12.106,12.046,741.0,,,0.04,0.148,0.13,1.17,0.09,0.17,1.27,0.17,0.51,,3.02,-1.23,1.06,6179.0,142.15,110.41,,,"2MASS J19332431+4308047, KIC 7532973, KOI-1450, WISE J193324.30+430804.5"
Kepler-855 b,Confirmed,,,,,,,0.745,0.072,0.152,7.8866311,2.47e-06,2.47e-06,,,,,,,,,,,2016,2021-02-05,,,,,,,2455193.514349,0.000219,0.000219,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19402279+4332153 b, K01456.01, KIC 7832356 b, KOI-1456 b, KOI-1456.01, WISE J194022.79+433215.3 b",,Kepler-855,295.09499,43.537586,,,13.737,13.403,13.338,1043.0,,,0.06,0.158,0.146,1.03,0.07,0.07,1.03,0.1,0.21,,4.17,-2.36,2.83,5835.0,156.07,99.82,,,"2MASS J19402279+4332153, KIC 7832356, KOI-1456, WISE J194022.79+433215.3"
Kepler-856 b,Confirmed,,,,,,,0.83,0.054,0.112,8.02768059,2.01e-06,2.01e-06,,,,,,,,,,,2016,2021-02-05,,,,,,,2455193.171476,0.000179,0.000179,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19182492+4618538 b, K01457.01, KIC 9643874 b, KOI-1457 b, KOI-1457.01, WISE J191824.93+461853.7 b",,Kepler-856,289.603836,46.314953,,,14.277,13.918,13.905,1175.0,,,0.12,0.142,0.15,0.96,0.04,0.04,0.93,0.06,0.12,,4.27,-2.67,5.3,5535.0,84.49,69.55,,,"2MASS J19182492+4618538, KIC 9643874, KOI-1457, WISE J191824.93+461853.7"
Kepler-91 b,Confirmed,0.81,0.17,0.18,,,,1.367,0.06,0.069,6.24658,8.2e-05,8.2e-05,0.0731,0.0031,0.0034,0.066,0.017,0.013,69.68,0.57,0.67,,2013,2021-02-05,316.8,74.0,21.0,,,,2454969.3958,0.0002,0.0002,,,,,,,,,,0.8667,0.0105,0.0077,,,,70.0,11.0,11.0,2040.0,50.0,50.0,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19024148+4407002 b, K02133.01, KIC 8219268 b, KOI-2133 b, KOI-2133.01, WISE J190241.49+440700.3 b",,Kepler-91,285.672872,44.116734,12.9,,10.79,10.235,,1344.56,43.59,43.59,0.11,0.07,0.07,1.31,0.1,0.1,6.3,0.16,0.16,K3,4.86,2.13,2.13,4550.0,75.0,75.0,,,"2MASS J19024148+4407002, KIC 8219268, KOI-2133, WISE J190241.49+440700.3"
MASCARA-1 b,Confirmed,3.7,0.9,0.9,,,,1.5,0.3,0.3,2.14878,8e-06,8e-06,0.043,0.005,0.005,0.0,,,87.0,3.0,2.0,,2017,2019-07-01,,,,,,,,,,2457097.278,0.002,0.002,,,,69.5,3.0,3.0,0.2,0.1,0.1,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,HD 201585 b,,MASCARA-1,317.551551671,10.7388750191,8.3,,,,,188.7,10.7,10.7,0.0,,,1.72,0.07,0.07,2.1,0.2,0.2,A8,1.0,0.2,0.2,7554.0,150.0,150.0,,,HD 201585
MASCARA-2 b/KELT-20 b,Confirmed,3.518,3.517,0.0,,,,1.83,0.07,0.07,3.4741085,1.9e-06,1.9e-06,0.0542,0.0021,0.0014,,,,86.2,0.1,0.1,,2017,2021-03-19,,,,,,,2457485.74965,0.0002,0.0002,,,,,,,0.6,4.0,4.0,,,,,,,,,,2230.0,70.0,60.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"HD 185603 b, MASCARA-2 b","Ca, Cr, Fe, Fe+, H, Mg, Na",KELT-20,294.661396263,31.2192261175,7.58,,,,,,,,-0.29,0.36,0.22,2.0,0.1,0.2,1.561,0.064,0.058,A2V,0.3,0.1,0.2,8981.0,115.0,115.0,,,"SAO 68614, 2MASS J19383872+3113091"
MASCARA-3 b,Confirmed,5.18,0.22,0.22,,,,1.272,0.022,0.022,5.5514926,8e-06,8e-06,0.06971,0.0096,0.0088,0.085,0.023,0.023,89.16,0.77,0.6,,2019,2019-09-05,41.0,20.0,14.0,2457146.6,0.22,0.17,,,,2457147.053,0.002,0.002,2457144.422,0.056,0.06,2.6,3.6,5.1,0.32,0.01,0.01,,,,403.0,11.0,11.0,1458.0,16.0,16.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"HD 93148 b, KELT-24 b",,HD 93148,161.908333346,71.655833351,8.4,,,,,96.79,0.3,0.3,0.188,0.077,0.077,1.461,0.06,0.056,1.506,0.022,0.022,F5,0.77,0.42,0.61,6508.0,49.0,49.0,,,
NGTS-1 b,Confirmed,0.812,0.025,0.066,,,,1.33,0.33,0.61,2.647298,0.0002,0.0002,0.0326,0.0047,0.0047,0.016,0.012,0.023,82.8,2.3,2.3,,2017,2017-10-31,,,,,,,,,,2457720.65939,0.00067,0.00067,,,,,,,0.9948,0.088,0.13,,,,166.0,12.0,12.0,790.0,20.0,20.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,NGTS-1,82.716666684,-36.630833357,,,,,,224.0,44.0,37.0,0.0,,,0.617,0.062,0.023,0.573,0.077,0.077,M05,,,,3916.0,63.0,71.0,,,
NGTS-10 b,Confirmed,2.162,0.107,0.092,,,,1.205,0.083,0.117,0.7668944,3e-07,3e-07,0.0143,0.001,0.001,0.0,,,79.0,2.0,2.0,,,2019-09-30,,,,,,,,,,2457518.84377,0.00017,0.00017,,,,,,,,,,,,,595.0,7.0,7.0,1332.0,54.0,49.0,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,,,NGTS-10,91.870833343,-25.595000021,14.3,,,,,,,,-0.02,0.12,0.12,0.696,0.04,0.04,0.697,0.036,0.036,K5V,10.4,2.5,2.5,4400.0,100.0,100.0,,,
NGTS-12 b,Confirmed,0.208,0.022,0.022,,,,1.048,0.032,0.032,7.532806,4.8e-05,4.8e-05,0.0757,0.0014,0.0014,,,,88.9,0.8,0.8,,2020,2020-09-23,,,,,,,,,,2458572.854,0.0017,0.0017,,,,,,,,,,,,,21.3,2.1,2.1,1257.0,34.0,34.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,NGTS-12,176.25,-35.640555574,12.4,,,,,452.0,7.6,7.6,-0.03,0.11,0.11,1.021,0.049,0.056,1.589,0.04,0.04,,9.4,1.5,1.5,5690.0,130.0,130.0,,,
NGTS-13 b,Confirmed,4.84,0.44,0.44,,,,1.142,0.046,0.046,4.119027,2.3e-05,2.3e-05,0.0549,0.0025,0.0018,0.086,0.034,0.034,88.7,1.2,1.2,,2021,2021-01-13,213.6,24.2,24.2,,,,,,,2458572.8247,0.0018,0.0018,,,,,,,0.156,0.145,0.145,,,,526.1,0.145,0.145,1605.0,30.0,30.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,NGTS-13,176.241666686,-38.13972223,12.7,,,,,657.0,15.0,15.0,0.25,0.17,0.17,1.3,0.18,0.11,1.788,0.057,0.057,,4.23,1.59,2.65,5918.0,73.0,73.0,,,
NGTS-15 b,Confirmed,0.751,0.09,0.1,,,,1.1,0.1,0.1,3.27623,1e-05,1e-05,0.0441,0.0046,0.0046,0.0,,,,,,,2021,2021-03-19,,,,,,,,,,2458405.0558,0.0007,0.0007,,,,,,,0.509,0.11,0.086,,,,106.0,7.0,7.0,1146.0,47.0,47.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,NGTS-15,73.354166675,-32.800277794,14.6,,,,,791.0,70.0,70.0,0.15,0.1,0.1,0.995,0.3,0.3,0.954,0.9,0.9,G6V,3.28,3.0,4.5,5600.0,150.0,150.0,,,
NGTS-16 b,Confirmed,0.667,0.13,0.16,,,,1.3,0.13,0.13,4.84532,2e-05,2e-05,0.0523,0.0064,0.0064,0.0,,,,,,,2021,2021-03-19,,,,,,,,,,2458435.6054,0.0013,0.0013,,,,,,,0.807,0.036,0.05,,,,74.0,12.0,14.0,1177.0,59.0,59.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,NGTS-16,58.262500001,-30.804722242,14.4,,,,,892.0,70.0,70.0,0.35,0.1,0.1,1.002,0.035,0.035,1.213,0.1,0.1,G7V,10.29,1.5,1.5,5550.0,150.0,150.0,,,
NGTS-17 b,Confirmed,0.764,0.164,0.195,,,,1.24,0.11,0.11,3.24253,1e-05,1e-05,0.0391,0.0043,0.0043,0.0,,,,,,,2021,2021-03-19,,,,,,,,,,2458442.5219,0.0009,0.0009,,,,,,,0.688,0.056,0.043,,,,93.0,17.0,20.0,1457.0,50.0,50.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,NGTS-17,72.900000012,-34.226111123,14.3,,,,,1047.0,120.0,120.0,0.15,0.1,0.1,1.025,0.035,0.035,1.337,0.13,0.13,G4V,9.22,1.5,1.5,5650.0,100.0,100.0,,,
NGTS-18 b,Confirmed,0.409,0.063,0.081,,,,1.21,0.18,0.18,3.05125,1e-05,1e-05,0.0448,0.0068,0.0068,0.0,,,,,,,2021,2021-03-19,,,,,,,,,,2458564.4506,7e-05,7e-05,,,,,,,0.183,0.115,0.147,,,,62.0,5.0,5.0,1381.0,55.0,55.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,NGTS-18,180.545833337,-35.548611134,14.5,,,,,1108.0,175.0,175.0,0.15,0.1,0.1,1.003,0.025,0.025,1.392,0.25,0.25,G5V,10.84,1.3,1.3,5610.0,150.0,150.0,,,
NGTS-2 b,Confirmed,0.67,0.089,0.089,,,,1.536,0.062,0.062,4.5111204,1.8e-06,1.8e-06,0.0584,0.0011,0.0011,0.0,0.0,0.14,87.66,0.73,0.73,,2018,2018-11-28,,,,,,,,,,2457501.99114,0.0005,0.0005,,,,,,,0.317,0.089,0.089,,,,69.1,8.9,8.9,1638.0,29.0,29.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"WASP-179 b, TYC 7282-1298-1 b",,NGTS-2,215.12500001,-31.20194445,10.96,,,,,360.3,7.8,8.3,-0.06,0.09,0.09,1.64,0.22,0.19,1.702,0.044,0.047,F5V,2.17,0.37,0.37,6478.0,89.0,94.0,,,"WASP-179, TYC 7282-1298-1"
NGTS-3A b,Confirmed,2.38,0.26,0.26,,,,1.48,0.37,0.37,1.6753728,3e-06,3e-06,0.023,0.0046,0.0065,0.0,,,89.56,0.48,0.31,,2018,2018-08-16,,,,,,,,,,2457620.1679,0.00095,0.00095,,,,,,,0.05,0.035,0.055,,,,404.0,35.0,35.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,NGTS-3A,94.444801,-35.706394,14.6,,,,,1010.0,150.0,150.0,0.12,0.15,0.15,1.017,0.093,0.093,0.93,0.23,0.23,G9V,,,,5570.0,140.0,140.0,,,
NGTS-5 b,Confirmed,0.229,0.037,0.037,,,,1.136,0.023,0.023,3.3569866,2.6e-06,2.6e-06,0.0382,0.0013,0.0013,0.0,,,86.6,0.2,0.2,,2019,2019-05-03,,,,,,,,,,2457740.35262,0.00026,0.00026,,,,,,,,,,,,,41.0,6.4,5.9,952.0,24.0,24.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,NGTS-5,221.058333338,5.605277794,,,,,,309.5,2.6,2.6,0.12,0.1,0.1,0.661,0.061,0.068,0.739,0.012,0.014,K2V,,,,4987.0,41.0,41.0,,,2MASS 14441396+0536195
NGTS-6 b,Confirmed,1.33,0.028,0.024,,,,1.271,0.19,0.197,0.882058,1e-06,1e-06,0.016623018,1e-08,1e-08,0.0,,,80.23,0.38,0.36,,2019,2019-04-18,,,,,,,,,,2457982.3785,0.0003,0.0003,,,,,,,0.933,0.034,0.036,,,,322.0,7.0,7.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,NGTS-6,75.795833337,-30.399444465,15.0,,,,,311.0,1.4,1.4,0.11,0.09,0.09,0.7876,0.016,0.016,0.656,0.028,0.028,,9.6,0.2,0.2,4410.0,70.0,70.0,,,
NGTS-7A b,Confirmed,62.0,17.0,17.0,,,,1.07,0.28,0.28,0.67599,1e-07,1e-07,0.0139,0.0014,0.0014,,,,88.4352,1.1,0.98,,2019,2019-06-20,,,,,,,,,,2451708.553304,5.5e-06,1.7e-06,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,NGTS-7A,352.521666555,-38.9699206452,15.5,,,,,152.67,2.01,2.01,,,,,,,0.61,0.06,0.06,M,0.055,0.03,0.08,3359.0,89.0,106.0,,,
NGTS-8 b,Confirmed,0.93,0.04,0.04,,,,1.09,0.03,0.03,2.4997,1e-05,1e-05,0.035,0.001,0.001,0.01,0.01,0.014,86.9,0.5,0.5,,2019,2019-11-11,,,,,,,,,,2457500.1783,0.00072,0.00072,,,,,,,,,,,,,149.95,3.56,3.56,1345.0,19.0,19.0,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,,,NGTS-8,328.975000018,-14.068333336,13.68,,,,,434.273,5.639,5.639,0.24,0.09,0.09,0.89,0.05,0.05,0.98,0.02,0.02,KOV,12.48,3.68,3.23,5241.0,50.0,50.0,,,
NGTS-9 b,Confirmed,2.9,0.17,0.17,,,,1.07,0.06,0.06,4.43527,2e-05,2e-05,0.058,0.003,0.003,0.06,0.032,0.076,84.1,0.4,0.4,,2019,2019-11-11,,,,,,,,,,2457671.81086,0.00265,0.00265,,,,,,,,,,,,,293.44,15.08,15.08,1448.0,36.0,36.0,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,,,NGTS-9,141.920833347,-19.34722224,12.8,,,,,619.732,15.977,15.977,0.31,0.15,0.15,1.34,0.05,0.05,1.38,0.04,0.04,F8V,0.96,0.6,0.6,6330.0,130.0,130.0,,,
NLTT 41135 b,Confirmed,33.7,2.8,2.8,33.7,2.8,2.8,1.13,0.17,0.27,2.889475,2.5e-05,2.5e-05,0.024,0.001,0.001,,,,87.42,0.5,0.5,,2010,2018-12-11,,,,,,,,,,2455002.80232,0.00022,0.00022,,,,,,,,,,,,,13189.0,190.0,190.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,NLTT 41135,236.516666668,4.691666687,18.0,,,,,22.7,0.8,0.8,0.0,,,0.188,0.022,0.026,0.21,0.016,0.016,M5.1,,,,3230.0,130.0,130.0,,,
OGLE-TR-10 b,Confirmed,0.68,0.15,0.15,,,,1.72,0.11,0.11,3.10129,1e-05,1e-05,0.04162,4e-05,4e-05,0.0,,,84.5,0.6,0.6,2.8e-05,2004,2014-08-16,,,,,,,,,,2453890.678,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,OGLE-TR-10,267.8666667,-29.8761111,,14.93,,,,1500.0,,,0.28,0.1,0.1,1.18,0.04,0.04,1.16,0.06,0.06,G or K,1.1,86.0,86.0,6075.0,,,,,
OGLE-TR-111 b,Confirmed,0.54,0.1,0.1,,,,1.077,0.075,0.075,4.01451,4.1e-06,4.1e-06,0.047,0.001,0.001,0.0,,,88.1,0.5,0.5,3.1e-05,2004,2016-02-26,,,,,,,,,,2453470.5676,0.0005,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,OGLE-TR-111,163.325,-61.4055556,,15.55,,,,1500.0,,,0.12,0.28,0.28,0.82,0.15,0.15,0.831,0.031,0.031,G or K,1.1,nan,inf,5070.0,400.0,400.0,,,
OGLE-TR-113 b,Confirmed,1.24,0.17,0.17,,,,1.11,0.05,0.05,1.4324772,1.2e-06,1.2e-06,0.0229,0.0002,0.0002,0.0,,,89.4,0.6,0.6,1.5e-05,2004,2016-02-26,,,,,,,,,,2453471.7782,0.0005,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,OGLE-TR-113,163.1,-61.4466667,,14.42,,,,1500.0,,,0.14,0.14,0.14,0.78,0.02,0.02,0.765,0.025,0.025,K,0.7,,,4752.0,130.0,130.0,,,
